,ID,Class,Text_Post,Duracao,DiaDaSemana,Plays,Comentarios,Compart.,Texto,Curtidas,Perfil,Classifier_Plays,Classifier_Comentarios,Classifier_Compart.,Classifier_Curtidas
129,7126502403855240454,Suit Coat Tie Spokesperson Joy Public address system Audio equipment Organ Chin Person Microphone Forehead,Lula + Alckmin,41.0,domingo,98300,342,546,Nossa prioridade é o povo brasileiro 🇧🇷❤️ #Lula #vamosjuntospelobrasil #equipelula #Brasil,8819,1,Flopou,Flopou,Mediano,Flopou
130,7126507412969753862,Engineering Tripod Eyewear Cameras & optics Video camera Person Event Suit Publication Automotive design,10000,17.2,domingo,73800,431,93,#dia #a #live #jair #bolsonaro #jairbolsonaro #presidente #papeis #estudos #acompanhe #sempre #robot #brazil #brasil #president #time #team #futebol #soccer #🇧🇷 #rotina #bomdia #bom #dia #deus #patria #familia #bom #domingo,5086,0,Flopou,Mediano,Flopou,Flopou
131,7126561370450988293,Red Organism Green Person Joy Blurred Font Blue,ISSO É_PROVA_DE_AMOR_6),61.88,domingo,63700,106,176,Canta com a gente 🎶🇧🇷❤️ 🦑#vamosjuntospelobrasil #lula #equipelula,3638,1,Flopou,Flopou,Flopou,Flopou
132,7126643401210039558,White-collar worker Person Chin Microphone Blazer Tie Audio equipment Public address system Formal wear Spokesperson Gesture,DEUS PATRIA FAMILIA LIBERDADE_b_SE ENDIVIDOU NA CASA_DOS 900 BILHÕES DE REAIS._1,57.89,domingo,110800,416,1204,#jair #bolsonaro #jairnolsonaro #deus #patria #familia #petrobras #bndes #caixa #desvio #br #brasil #🇧🇷,10200,0,Flopou,Mediano,Bombou,Flopou
133,7126678238155279621,Microphone Smile Event Spokesperson,does m_muinera,61.46,domingo,143500,319,900,O papel do governo é cuidar das pessoas. E é isso que vamos fazer. 🦑🇧🇷❤️#vamosjuntospelobrasil #lula #equipelula #entregadores #moradia #governo,11000,1,Mediano,Flopou,Mediano,Mediano
134,7126866614175255814,Person Muscle Fan Thigh Product Photograph Shoe Eyewear Crowd Event Packaged goods,LULA 3_DO LADO_Brasil feliz_Outra vez_GRAME_10,60.23,segunda-feira,11200000,36300,81000,Recuperar o país 🦑🇧🇷❤️ #vamosjuntospelobrasil #lula #equipelula,704800,1,Viral,Viral,Viral,Viral
135,7126890909781806342,Eyelash Nose Person Forehead Jaw Human body Ear Eyebrow Musical instrument Chin Font,"DEUS PATRIA FAMILIA LIBERDADE_Nem teme, quem te adora,_a própria morte,",64.25,segunda-feira,297900,545,557,#brasil #hino #nacional #deus #patria #familia #❤️ #🇧🇷 #presidente #jair #bolsonaro #jairbolsonaro #bom #dia #a #todos,29100,0,Bombou,Mediano,Mediano,Bombou
136,7126936109073976582,Beard Person Font Poster Clothing Sleeve,Bolsa família:_Muito mais que_um auxílio,84.5,segunda-feira,87900,151,317,Políticas públicas são o que transformam e melhoram a vida de milhões de brasileiros. Dá uma olhada no que já foi feito por Lula. #vamosjuntospeloBrasil #lula #EquipeLula,4455,1,Flopou,Flopou,Flopou,Flopou
137,7127056462550961414,Forehead Coat Tie Ear Clothing Gesture Chin Dress shirt Nose Smile,,93.3,segunda-feira,103700,382,552,#brasil #atencao #venezuela #irmaos #jair #bolsonaro #jairbolsonaro #caes #gatos #cachorro #gato #comida #miseria #violencia #socialismo #ditadura #animais #brazil #presidente #compartilhe,11400,0,Flopou,Flopou,Mediano,Mediano
138,7127247191990603014,Person Facial hair Wrinkle Dress shirt Jaw Moustache Chin Beard Collar Joy Forehead Smile,OHA_Deixa baixo,14.32,terça-feira,2300000,7952,7961,Então vamos deixar baixo? 🇧🇷❤️😎 #vamosjuntospelobrasil #lula #equipelula #deixabaixo #deixabaixodeixabaixo,316700,1,Viral,Viral,Viral,Viral
139,7127288208978627846,Nose Mouth Facial expression Eyelash Hairstyle Eyebrow Jaw Chin Forehead Happy,DEUS PATRIA FAMILIA_ERVADE_Bolsonaro libera convocação_de 1.200 aprovados em concursos_da PF e PRF_OS DOIS PASSARAM É?!,21.22,terça-feira,118900,246,71,#presidente #jair #bolsonaro #jairbolsonaro #concurso #policia #federal #rodoviaria #pf #prf #seguranca #publica #brasil #🇧🇷 #segurancapublica,11500,0,Flopou,Flopou,Flopou,Mediano
140,7127337681721232646,Hat Person Pants Sleeve Event Joy Blurred Font Gesture,g_A VERDADE_NAS RUAS_DOO_Fortaleza - 30/07_7,43.21,terça-feira,91200,232,476,Como é um ato com o Presidente Lula 🇧🇷❤️🦑 😎 #vamosjuntospelobrasil #lula #equipelula,5980,1,Flopou,Flopou,Mediano,Flopou
141,7127590125525060869,Gesture Communication Device Beard Facial hair Head Forehead Chin Mobile phone Portable communications device Top Person Sleeve,"As manchetes (G1 GLOBO):_Brasil melhora acesso à_escola,",58.16,quarta-feira,1700000,1934,24600,"- Com saudades do ladrão e disposta a jogar fora a sua própria liberdade em troca da volta das generosas verbas de publicidade, grande parte da velha imprensa tornou-se incapaz de divulgar os avanços do Brasil sem um ""mas"" para minimizá-los. Apesar dessa lamentável postura, seguiremos defendendo a sua liberdade e independência. #bolsonaro #jairbolsonaro #jair #presidente #mas #brasil #🇧🇷",177600,0,Viral,Bombou,Viral,Viral
142,7127615786109259014,Public address system Person Exposed Joy Spokesperson Technology Event Microphone,UN_Minha causa é cuidar_Do povo brasileiro,77.32,quarta-feira,168300,376,655,Minha causa é cuidar do povo brasileiro 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula #brasil,12100,1,Mediano,Flopou,Mediano,Mediano
143,7127753826043448581,Summer Sky Event Person Hat Happy Leisure Gesture Shorts T-shirt Fun,pres_KALL,42.58,quarta-feira,125100,551,383,#futuro #deus #patria #familia #criancas #brasil #presidente #jair #bolsonaro #jairbolsonaro #🇧🇷 #capitao #satisfacao,15300,0,Flopou,Mediano,Flopou,Mediano
144,7127929445163355397,Tie Public address system Forehead Spokesperson World Microphone Gesture Red Person Event,Eleição,55.56,quinta-feira,126700,383,1245,A eleição do amor contra o ódio 🇧🇷❤️🦑#vamosjuntospelobrasil #equipelula #lula,9951,1,Mediano,Flopou,Bombou,Flopou
145,7127992687994653958,Collar Suit Dress shirt Finger Tie Gesture Glasses Cool Thumb Sleeve Blazer,"XF_20_Então graças a nossa_administração,",68.78,quinta-feira,273500,401,2767,#fique #em #casa #que #a #economia #gente #ve #depois #fecha #tudo #fiqueemcasa #fechatudo #emprego #recuperacao #brasil #mundo #paulo #guedes #pauloguedes #ministro #🇧🇷,30300,0,Bombou,Mediano,Bombou,Bombou
146,7128066426392284421,World Landmark Light Terrestrial plant Crowd Green,BANTU,34.13,quinta-feira,223800,876,1760,Cena linda no ato em Teresina! Essa bandeira é nossa e de todo opovo brasileiro❤️ Viva o Piauí e viva o Brasil 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula,28300,1,Mediano,Bombou,Bombou,Bombou
147,7128124773128752389,Chin Nose Forehead Eyebrow Microphone Person Spokesperson Gesture,"DEUS PAIN FAMILIA LI_Não tenho medo da morte,_anão ser a morte eterna.",46.32,quinta-feira,710900,1669,3620,#jairbolsonaro #verdade #morte #eterna #verdade #deus #patria #familia #democracia #🇧🇷 #jair #bolsonaro #presidente,92600,0,Viral,Bombou,Bombou,Viral
148,7128173922306084102,Coat Forehead Dress shirt Shelf Jaw Chin Tie Bookcase Organ Sleeve,ADEUS PATRIAMILIA LIBERDADE_DO PISO NACIONAL DA ENFERMAGEM.,50.66,quinta-feira,1100000,5193,20600,#enfermagem #sancao #projeto #sancionado #presidente #da #republica #brasil #piso #salarial #professor #professores #historia #tecnicos #parteiras #medicina #🇧🇷 #compartilhe #a #verdade,117700,0,Viral,Viral,Viral,Viral
149,7128182527054941446,Person Exposed Crowd Flag World Event Clothing Fan Celebrating Gesture,Disposição!,35.62,quinta-feira,103600,210,268,Disposição para melhorar o Brasil 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula #equipelula,5651,1,Flopou,Flopou,Flopou,Flopou
150,7128394440716209414,Book Person Pants Bookcase Publication Shelving Gesture Dress shirt Shelf Chin Blazer Tie,"DEUS PATRIA FAMILIS DIBERDADE_É pix, falei por exemplo_da titulação de terras,_Jair Bolsonaro",59.79,sexta-feira,81700,245,295,#realizacoes #feitos #acoes #governo #jair #bolsonaro #jairbolsonaro #presidente #titulo #terra #auxilio #brasil #auxiliobrasil #mais #humildes #carteira #motorista #emprego #5 #10 #anos #bndes #god #patria #familia #banco #nacional #de #desenvolvimento #regional #ideologia #genero #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,6656,0,Flopou,Flopou,Flopou,Flopou
151,7128401117561523462,Joy Facial expression Fun Gesture Social group Glasses Smile Happy Event Person Beard Product,Y_Yuri: a voz_da esperança_ESPERANÇA,90.3,sexta-feira,3200000,7501,39600,"Yuri de Guaribas, Piauí : “Lula é a esperança” 🇧🇷❤️🦑✨ #vamosjuntospelobrasil #esperança #equipelula #educaçao #edutok",181300,1,Viral,Viral,Viral,Viral
152,7128490493419343109,Adaptation City Plant Urban design Event Sky Person Tree Font World,MON_05/08/22_MONTES CLAROS/MG,54.8,sexta-feira,109200,670,2294,#jairbolsonaro #jair #bolsonaro #montes #claros #montesclaros #minas #gerais #minasgerais #deus #patria #familia #povo #obrigado #brasil #acima #de #tudo #todos #🇧🇷 #presidente,11200,0,Flopou,Mediano,Bombou,Mediano
153,7128500027785301253,Joy Gesture Hand Smile Sleeve Person Finger Arm Tie Outerwear Dress shirt Human body,Tão falando mal_OHA_de #falandopelascostas tas,8.87,sexta-feira,10400000,44600,18300,E gostaram da vista? 🇧🇷❤️🦑 Entrei pra trend 😎 #vamosjuntospelobrasil #lula #equipelula #falandomalpelascostas #falandopelascostas,1200000,1,Viral,Viral,Viral,Viral
154,7128738573448269062,Collar Suit Shelf Tie Publication Dress shirt Forehead Sleeve Glasses Bookcase,DEUS PATRI FAMILIA LIBERDADE_AQUESTÃO DA TABELA_DE IMPOSTO DE RENDA.,27.7,sábado,158200,412,560,#tabela #imposto #de #renda #correcao #brasil #verdade #bolsonaro #jair #jairbolsonaro #verdade #🇧🇷,12300,0,Mediano,Mediano,Mediano,Mediano
155,7128812180333399301,Person Recreation Crowd Fan Event Tree Competition event,06/08/22_RECIFE/PERNAMBUCO,59.3,sábado,91400,313,1067,"- Hoje, em Recife / Pernambuco (06/08/2022). 🇧🇷 #presidente #jair #bolsonaro #recife #pernambuco #brasil #pe #🇧🇷 #moto #motorcycle #deus #patria #familia #liberdade #jairbolsonaro",6821,0,Flopou,Flopou,Mediano,Flopou
156,7128889890720304390,Coat Audio equipment Public address system Joy Tie Gesture Person Microphone Event Outerwear Smile Spokesperson,LUF_orn_bbbb_AE_SINDICATO DVE_GU_CENTRAL SRCA E_A_OCATO D_G_А_SAGICATO_Fo,21.29,sábado,878200,2126,5994,“Estou me preparando pra fazer em 4 anos aquilo que a gente fez em 8.” 🦑🇧🇷❤️✨ #vamosjuntospelobrasil #equipelula #lula #futebolbrasileiro,57500,1,Viral,Bombou,Viral,Bombou
157,7129126634917088517,Bookcase Sleeve Tie Organ Chin Vision care Forehead Glasses Coat Dress shirt,DEUS PATRIA ILIA LIBERDADE_anuncia a redução_do preço do Diesel._d,39.89,domingo,124700,241,196,#jairbolsonaro #diesel #bolsonaro #combustivel #brasil #jair #verdade #br #petrobras #🇧🇷 #patria #caminhao #caminhoneiro #abastecimento #carga #comida #deflacao #compartilhe,11800,0,Flopou,Flopou,Flopou,Mediano
158,7129273713110813958,Black hair Eyewear Lip Cheek Happy Gesture Glasses Nose Fun,,20.92,domingo,144300,615,518,#futuro #future #brasil #brazil #deus #patria #familia #god #family #home #🇧🇷 #jair #jairbolsonaro #bolsonaro #jair #🌷 #flower #obrigado #thanks,15400,0,Mediano,Mediano,Mediano,Mediano
159,7129319466994863365,Wrinkle Forehead Chin Facial hair Microphone Beard Person Spokesperson Public address system,Lula +Alckmin,90.14,domingo,89100,386,379,Lula + Alckmin = esperança para o povo brasileiro 🇧🇷❤️ #vamosjuntospelobrasil #equipelula,8122,1,Flopou,Flopou,Flopou,Flopou
160,7129497893722983686,Jaw Gesture Ear Forehead,"ARDADE_2018_realmente um_governo democrático,",34.69,segunda-feira,90200,224,146,#jairbolsonaro #brasil #jair #bolsonaro #presidente #venezuela #futuro #pais #acredite #nos #seus #olhos #🇧🇷 #democracia #verdade #compartilhe,5674,0,Flopou,Flopou,Flopou,Flopou
161,7129627878987451654,Helmet Font Vehicle Motor vehicle Hat Workwear Person News Window Car Security Automotive exterior Joy,SAMU_OHA_E se Lula não_tivesse sido Presidente?_m_58_***_REDE NACIONAL_*k_SAMU_192,59.16,segunda-feira,220500,1027,5382,E se o Lula não tivesse sido Presidente? #lula #vamosjuntospelobrasil #samu #bolsafamilia #salariominimo #luzparatodos 🇧🇷❤️🦑,21500,1,Mediano,Bombou,Viral,Mediano
162,7129679899866057989,Product Joy Snapshot Muscle Eyelash Hair Smile Hat Person,D_ANIT Recado no O DE_@poddelas_LU_AS,94.13,segunda-feira,3300000,6819,8897,"Será um prazer ir no @Poddelas falar sobre políticas para as mulheres, crianças e todo o povo brasileiro. Obrigada @Anitta pelo convite ❤️#podcast #poddelas #cortespodcast #vamosjuntospelobrasil #equipelula #lula",449900,1,Viral,Viral,Viral,Viral
163,7129869360520318214,Spokesperson Microphone Publication News Chin Head Forehead,DEUS PATRIA FAMILIA LIBERDADE_e 14 anos depois descobriu_que ela roubava teu banco.,32.62,terça-feira,3700000,5806,33100,#jair #bolsonaro #jairbsonaro #flow #podcast #presidente #deus #patria #familia #brasil #🇧🇷,313300,0,Viral,Viral,Viral,Viral
164,7129999617961381125,Smile Tie Spokesperson Blazer Gesture Microphone Font Person,Esse país_tem jeito!_O BEL_ABE_QUE JÁ FOI FELIZ,49.36,terça-feira,275300,948,2359,“Esse país tem jeito.” 🇧🇷❤️🦑 🇧🇷#vamosjuntospelobrasil #lula #equipelula #brasil #crescimento,22900,1,Bombou,Bombou,Bombou,Mediano
165,7130026941838560518,Happy Tie Smile Joy Sky Lip Eyelash Nose Forehead Jaw Chin,DEUS PATRIA FAMILIA LIBERD,34.83,terça-feira,743400,698,505,#quebra #dois #2 #bracos #pernas #braco #perna #queda #para #quedas #paraquedas #curiosidade #mergulhador #profissional #jair #bolsonaro #jairbolsonaro #salto #livre #pqd #presidente #capitao #brasil #🇧🇷#moto #motociclista,109500,0,Viral,Mediano,Mediano,Viral
166,7130253492685491461,Audio equipment Spokesperson Facial expression Microphone Chin Forehead,DEUS PATRIA FAMILIA LIBERDADE_nacionalizasse_2 refinarias nossas lá.,57.14,quarta-feira,242100,329,1681,#refinaria #combustivel #bolivia #lula #seu #dinheiro #pt #dilma #verdade #petrole #gasolina #diesel #energia #🇧🇷 #brasil #jairbolsonaro #jair #bolsonaro #presidente #verdade #compartilhe #socialismo,17700,0,Mediano,Flopou,Bombou,Mediano
167,7130256899898887430,Joy Tie Publication Happy Beard Facial expression Gesture Facial hair,CENTRAL_Salário mínimo_A VALURIZMO DO_SALÁRIO MINIMO_VAI VOLTAR_X,38.54,quarta-feira,46900,161,213,O salário mínimo não tem aumento acima da inflação há 3 anos. Já mostramos que é possível aumentar o salário mínimo e melhorar a vida da população brasileira 🇧🇷❤️🦑 #vamosjuntospelobrasil #equipelula #lula #salario,4228,1,Flopou,Flopou,Flopou,Flopou
168,7130286692325494022,Public speaking Suit Coat Person Spokesperson Speech Official Debate Microphone Exposed Event,Brasil vai mostrar a_sua grandeza ao mundo_VISITA_H_AN,44.21,quarta-feira,47300,136,176,Tá na hora do Brasil mostrar a sua grandeza pro mundo 🇧🇷🇧🇷🇧🇷 #vamosjuntospelobrasil #equipelula #brasil,4028,1,Flopou,Flopou,Flopou,Flopou
169,7130323797961362694,Beard Facial hair Ear Wrinkle Person Sleeve Dress shirt Mouth Forehead Nose Jaw,OHA_40 anos em 4_Fazer zu anos_em 4_47193,19.85,quarta-feira,88800,326,107,40 anos em 4! Entrando pra trend de um jeitinho diferente 🇧🇷😎🦑❤️ #vamosjuntospelobrasil #lula #equipelula #dedaopontaatras #atraspontadedao,9170,1,Flopou,Flopou,Flopou,Flopou
170,7130376005528685830,Table Baked goods Thumb Microphone Public address system Event Curtain Person Spokesperson Audio equipment Finger Gesture Table top,DEUS PATRIA FORILIA BER_PIPOCA,50.15,quarta-feira,279200,537,455,#jair #bolsonaro #jairbolsonaro #verdade #flow #podcast #presidente #brincadeira #brasil #🇧🇷 #veludo #kkkk,30400,0,Bombou,Mediano,Mediano,Bombou
171,7130613363570117894,Happy Hair Person Hat Joy Facial expression Product Gesture Hairstyle Outerwear Eyelash Human Forehead,Educação_é um preco are_transformação_8,57.79,quinta-feira,44000,102,126,A educação é o pilar da transformação social 🇧🇷❤️📚 #diadoestudante #educacao #edutok,2804,1,Flopou,Flopou,Flopou,Flopou
172,7130703792714059013,Forehead Dress shirt Event Tie Human Spokesperson Head Beard,Futuro,49.41,quinta-feira,131400,415,406,Experiencia e vontade para recuperar a qualidade de vida para o nosso povo. 🇧🇷❤️🦑 #vamosjuntospelobrasil #equipelula,12500,1,Mediano,Mediano,Flopou,Mediano
173,7130716020704021765,Eyewear Formal wear Microphone Vision care Jaw Tie Forehead Gesture Glasses Dress shirt Spokesperson,Nós vamos acabar com_esses impostos,37.5,quinta-feira,322700,577,2476,#imposto #icms #deflacao #paulo #guedes #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,31300,0,Bombou,Mediano,Bombou,Bombou
174,7130805243079675141,Gesture Font Person Landscape Travel Blurred Exposed Recreation Leisure,FOMA DO BRASI_ATCBNS_to Brasil_tv,24.59,quinta-feira,483000,3376,2634,- Boa noite a todos! 👍. obs: autor desconhecido.,83500,0,Bombou,Viral,Bombou,Viral
175,7130977879478816005,Sleeve Formal wear Collar Dress shirt Thumb Blazer Gesture Tie,DEUS PATRIA_ERDADE_NIÓBIO_JAIR M. BOLSONARO1,60.16,sexta-feira,337500,449,709,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,39600,0,Bombou,Mediano,Mediano,Bombou
176,7131015973125115142,Clothing Goggles Poster Hat Smile Font Human Movie Sunglasses People Person,VAMOS_JUNIOS_BRASIL,37.27,sexta-feira,80300,297,498,Vamos melhorar a vida do povo brasileiro 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula,7514,1,Flopou,Flopou,Mediano,Flopou
177,7131086087845465349,Tie Person Font Bottle,SPASTELZINHO_TAOKEY?_TEUS FOOTHIA FAMILIA LIBERBADE,26.56,sexta-feira,722000,3437,1358,#pastelzinho #pastel #live #jantar #janta #semana #presidente #jair #bolsonaro #jairbolsonaro #kkkk #brasil #🇧🇷,80000,0,Viral,Viral,Bombou,Viral
178,7131113306244287750,Hair Glasses Smile Lip Sunglasses Skin Cheek Chin Face Forehead Joy Nose,,29.39,sexta-feira,68500,143,146,O jovem só perde a luta que ele não faz 🇧🇷❤️😎 #vamosjuntospelobrasil #equipelula #juventude #futuro #Brasil,4090,1,Flopou,Flopou,Flopou,Flopou
179,7131330617203100934,Hat Clothing Cool Eyelash Ear Jaw Nose Forehead Mouth,não tem mais o imposto_sindical_AN,47.23,sábado,153300,372,260,"- Uma carta ""pela democracia"" que reúne artistas com saudades da lei rouanet, sindicatos com saudades do imposto sindical, bancos com saudades das taxas de transferência e defensores de ditaduras socialistas, todos esses com saudades do Ladrão, vale menos que um pastel de vento. #bolsonaro #jair #democracia #movimento #carta #sindicato #rouanet #pastel #com #caldo #delicia #brasil #🇧🇷",14700,0,Mediano,Flopou,Flopou,Mediano
180,7131348039222004997,Entertainment Fashion design Fun Footwear Leisure Pants Person Performing arts Event,ESSA BANDEIRA_E NOSSA_(,33.18,sábado,365100,2237,3701,Essa bandeira é nossa 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula #brasil,64500,1,Bombou,Bombou,Bombou,Bombou
181,7131402728286342405,Top Collar Smile Person Joy Beard Face Dress shirt T-shirt Sleeve,COMA_CORINTHI_1910-_STA,7.92,sábado,4900000,22300,15400,Hoje é dia 1️⃣3️⃣⭐ Faltam 50 dias para... #luladay,409100,1,Viral,Viral,Viral,Viral
182,7131433205214792966,Comb over Chin Forehead Sleeve Collar,DEUS PATRIA FAMNIA LIBERDADE_É FAZER O PÉSSIMO JORNALISMO,45.72,sábado,369500,448,458,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,39400,0,Bombou,Mediano,Mediano,Bombou
183,7131493637380132102,Forehead Purple Blue Gesture Beard Smile Joy Font Magenta Chin Happy Person,CAITAM 50 dias para_OHA_#Luladay,41.89,sábado,84200,495,300,Quem aqui já quer mais um #luladay ? ☝️🦑❤️🇧🇷,8850,1,Flopou,Mediano,Flopou,Flopou
184,7131704024373464326,Person Font Exposed Yellow T-shirt Clothing Hat,201_CONSERVADORES_DO BRASIL_@conservadorestr_por mais uns 40 anos._Tả bom®_J_Tik Tok_@conservadoresbr,64.06,domingo,245300,1009,1970,#jair #bolsonaro #jairbolsonaro #presidente #brasil #verdade #deus #patria #familia #🇧🇷,33300,0,Mediano,Bombou,Bombou,Bombou
185,7131742778471599366,Human Smile Happy World Tie Joy Gesture Poster Advertising Publication Font,VAMOS_JUNIYS_BRASIL_Dia dos pais,76.3,domingo,149600,945,1853,"Um feliz Dia dos Pais com muito carinho, fraternidade, amor e esperança de dias melhores para o Brasil 🇧🇷❤️ #Pai #equipelula #lula #vamosjuntospelobrasil",13300,1,Mediano,Bombou,Bombou,Mediano
186,7131839191364799750,Chin Jaw Dress shirt Sleeve Forehead Sky,LIBERDADE_Eu dei mais títulos do que_Lula e Dilma juntos!,18.62,domingo,154000,272,348,#titulos #brasil #jair #bolsonaro #presidente #jairbolsonaro #oportunidade #brasil #domingo #deus #patria #familia #🇧🇷 #propriedade #trabalho #emprego #renda,12800,0,Mediano,Flopou,Flopou,Mediano
187,7131879665454681349,Joy Product Font Entertainment Person Event,Jair M. Bolsonaro_@jairbolsonaro_- São Power Rangers._xico sá_@xicosa_***_Se você vota em Bolsonaro vc não_é gente_23:48 13 ago. 22. Twitter for iPhone,11.33,domingo,350400,1539,919,#power #rangers #go #go #gente #obrigado #quem #é #chico #sá #megazord #jair #bolsonaro #jairbolsonaro #zordon #🇧🇷,43700,0,Bombou,Bombou,Mediano,Bombou
188,7132102394170674437,Public address system Gesture Nose Dress shirt Hair Cheek Microphone Person Sleeve Forehead Chin,DEUS PATRIA FAMILY LIBERDADE_pra não termos que_nos calar lá na frente.,58.54,segunda-feira,151300,385,678,#liberdade #brasil #🇧🇷 #deus #patria #familia #democracia #jair #bolsonaro #jairbolsonaro #liberta #br #presidente,15700,0,Mediano,Flopou,Mediano,Mediano
189,7132126626027998469,Suit Person Blazer Spokesperson Microphone Tie,A INDÚSTRIA_AUTOMOBILÍSTICA_VAI VOLTAR A CRESCER,58.72,segunda-feira,108800,256,437,A indústria automobilística vai voltar a crescer 🚙❤️🇧🇷 #vamosjuntospelobrasil #equipelula,7550,1,Flopou,Flopou,Mediano,Flopou
190,7132140612509289733,Person Forehead Beard Joy Head Dress shirt Blazer Smile Gesture White-collar worker,■_L_Vamos juntos_pelo Brasil_da esperança_VAM_PELO BRASIL_DA ESPERANÇA._REC,15.23,segunda-feira,248200,963,409,Ação! À meia-noite começa nossa campanha. O Brasil vai voltar a ser um país de esperança! 🇧🇷❤️#vamosjuntospelobrasil #equipelula,33800,1,Mediano,Bombou,Mediano,Bombou
191,7132157906039966982,Gesture Facial expression Beard Forehead Person Smile Sleeve Thumb Nose Happy Organ Outerwear Joy,"Marcelo Serrado_@serradator_Minha 1, 2 3 via è @Lula Oficial!_domingo a todos!_Bom",7.86,segunda-feira,178600,312,172,Obrigado Marcelo Serrado pelo apoio. Vamos juntos pelo futuro do Brasil 🇧🇷❤️ #equipeLula,16800,1,Mediano,Flopou,Flopou,Mediano
192,7132207668944440582,Tree Vision care Fun Happy Facial expression Person Gesture Hairstyle Joy Eyewear Glasses Nature,O_EXIS_O Brasil da_esperança é..._000,20.59,segunda-feira,96600,227,176,Complete a frase: O Brasil da esperança é… 🇧🇷❤️✨ #vamosjuntospelobrasil #equipelula,8319,1,Flopou,Flopou,Flopou,Flopou
193,7132216683162307845,Facial hair Mouth Eyelash Person Gesture Nose Microphone Forehead Public address system Spokesperson,PÁTRIA AMAD_É resposta direta,29.23,segunda-feira,135100,429,431,#jair #bolsonaro #jairbolsonaro #presidente #brasil #deus #patria #familia #🇧🇷 #piperoni #jeito #juntos #piparote #futuro #os #brasil,12700,0,Mediano,Mediano,Mediano,Mediano
194,7132308627553012998,Joy Beard Smile,เรายอม - Vouveadsense on valvoveo_Começou!,64.9,terça-feira,2800000,20100,36900,"Meus amigos e minhas amigas. Nossa campanha rumo à vitória começou! Dizem que basta um passo para não estarmos mais no mesmo lugar. Já caminhamos muito, e se chegamos até aqui foi porque não conseguiram tirar de nós a esperança. Agora é hora de irmos além. #BrasildaEsperança #vamosjuntospelobrasil #equipelula",209500,1,Viral,Viral,Viral,Viral
195,7132473192811203845,Coat Dress shirt Tie Sleeve Glasses Blazer Gesture Person Formal wear Collar Suit,TR_FIES,55.35,terça-feira,122200,215,372,#educacao #brasil #fies #jair #bolsonaro #jairbolsonaro #22 #presidente #fies #verdade #compartilhe,7880,0,Flopou,Flopou,Flopou,Flopou
196,7132480302617873669,Glasses Hat Font,NA_RUA_COM_LULA_IN_Futuro D_MST,72.12,terça-feira,100300,302,516,O Futuro do Brasil está nas nossas mãos ❤️ 🇧🇷 #brasildaesperança #vamosjuntospelobrasil,7615,1,Flopou,Flopou,Mediano,Flopou
197,7132503317246233862,Facial expression Eyewear Joy Person Hat Hair Vision care Face Sunglasses Lip Hairstyle Smile Glasses,É 13!_TA,11.47,terça-feira,143900,540,308,A campanha começou! Vamos pra rua pra o Brasil voltar a ser feliz! #brasildaesperança #vamosjuntospelobrasil,15400,1,Mediano,Mediano,Flopou,Mediano
198,7132523699927813382,Championship Clothing Smile Sunglasses Blurred Competition event Yellow Gesture Wind instrument Idiophone Hat Goggles Joy Person,Canta com a gente!,41.0,terça-feira,121500,307,1320,Canta com a gente! 🇧🇷❤️🦑✨ imagens: Ricardo Stuckert #vamosjuntospelobrasil #brasildaesperança,9992,1,Flopou,Flopou,Bombou,Flopou
199,7132631064148757765,Forehead Yellow Person Eyelash Font Microphone,"DEUSTA FAMILIA LIBERDADE_Aqui eu renasci,",65.2,terça-feira,191700,767,747,#jair #bolsonaro #mg #minas #gerais #minasgerais #juiz #de #fora #juizdefora #brasil #acima #de #tudo #deus #todos #obrigado #🇧🇷,19900,0,Mediano,Mediano,Mediano,Mediano
200,7132807218776263942,Smile Happy World Person Gesture Joy Tie Poster Font Community Glasses,VAMOS_OHA_Governo da_solidariedade,56.63,quarta-feira,149000,628,952,A gente quer um governo de solidariedade e amor ❤️🇧🇷 #brasildaesperança #vamosjuntospelobrasil,13800,1,Mediano,Mediano,Mediano,Mediano
201,7132847399856393478,Flash photography Person Font,são gamers é então boa noite aos_+games todo brasil,43.3,quarta-feira,323200,841,476,#gamer #videogame #imposto #reducao #brasil #oportunidade #jair #bolsonaro #jairbolsonaro #video #game #brasil #historia #🇧🇷 #presidente,38700,0,Bombou,Mediano,Mediano,Bombou
202,7132933035841850629,Sky Person Gesture Public speaking Tie Public address system Spokesperson Audio equipment Lectern Podium Microphone,Porque esse país_precisa de nós_HA,57.82,quarta-feira,161200,745,806,Esse país precisa de nós 🇧🇷❤️ #brasildaesperança #equipelula #VamosjuntospeloBrasil,13500,1,Mediano,Mediano,Mediano,Mediano
