,ID,Class,Text_Post,Duracao,Plays,Comentarios,Compart.,Texto,Curtidas,Perfil,Classifier_Plays,Classifier_Comentarios,Classifier_Compart.,Classifier_Curtidas,domingo,quarta-feira,quinta-feira,segunda-feira,sexta-feira,sábado,terça-feira
122,7125758348171005189,Face Head Person Photography Portrait Clothing T-Shirt Adult Male Man People Crowd Boy Child Text Advertisement Body Part Finger Hand Audience,,11.77,275000,1782,649,"Hoje no Brasil, 33 milhōes de pessoas passam fome. Vamos tomar medidas sérias pra garantir comida no prato do povo. Já tiramos o Brasil do mapa da fome uma vez e vamos fazer isso de novo. 🇧🇷❤️ #vamosjuntospelobrasil #fome #lula #equipelula #houseoftherisingsunchallenge #houseoftherisingsun",35000,1,Bombou,Bombou,Mediano,Bombou,0,0,0,0,1,0,0
123,7125781441711049990,Accessories Formal Wear Tie Advertisement Poster Adult Male Man Person Face Head Photography Portrait Publication Clothing Suit People Text Necktie,,58.95,242800,1013,1291,#jair #bolsonaro #jairbolsonaro #presidente #combustivel #inflacao #menor #valor #brasil #cresce #inflacao #cai #brasil #🇧🇷 #verdade #congresso #pt #lula #descondenado #compartilhe,29900,0,Mediano,Bombou,Bombou,Bombou,0,0,0,0,1,0,0
124,7125823956426214661,Adult Male Man Person Crowd People Concert Barefoot Baby Can Tin Body Part Finger Hand Document Driving License Id Cards Text Audience Fun Tourist Vacation,,62.55,71100,255,236,#educação #ciencia e #tecnologia são #investimentos para as gerações futuras. Igualdade de #oportunidade permite que todos entrem em campo com a mesma chance 🇧🇷❤️🦑 #Lula #vamosjuntospelobrasil,4255,1,Flopou,Flopou,Flopou,Flopou,0,0,0,0,1,0,0
125,7125907541665565958,Head Person Face Clothing Formal Wear Suit Smoke Accessories Tie Adult Male Man Blazer Coat Jacket Crowd People Electronics Headphones Smoking,,24.87,610000,3254,3274,#jairbolsonaro #bolsonaro #jair #ajuda #papel #no #chao #timberlake #capri #tauagem #help #papper #him #satisfacao,97500,0,Bombou,Viral,Bombou,Viral,0,0,0,0,1,0,0
126,7126141856190090502,Accessories Formal Wear Tie Necktie People Person Adult Male Man Face Head Photography Portrait Clothing Suit Body Part Finger Hand Shirt Glasses Crowd Advertisement Poster Blade Dagger Knife Weapon,,54.19,72500,539,134,#jair #bolsonaro #deus #patria #familia #presidente #jairbolsonaro #quarto #escuro #sala #cofre #transparencia #brasil #🇧🇷 #ferrovia #desenvolvimento #integracao #trem #emprego #br #historia #verdade #desenvolvimento #integracao,6290,0,Flopou,Mediano,Flopou,Flopou,0,0,0,0,0,1,0
127,7126173879701146886,Head Person Face Adult Female Woman Male Man People Photography Portrait Crowd Boy Child Accessories Glasses Audience Hair,,59.93,671800,2127,7473,“A coisa mais extraordinária na vida é a ascensão das pessoas.” 🦑🇧🇷❤️ #lula #vamosjuntospelobrasil #brasil #economia #povobrasileiro,67300,1,Viral,Bombou,Viral,Bombou,0,0,0,0,0,1,0
128,7126288473073487110,City Road Street Urban Motorcycle Transportation Vehicle Person Bicycle Outdoors Art Collage,,49.6,61600,548,273,#goias #goiania #go #jairbolsonaro #bolsonaro #jair #moto #ceara #fortaleza #noite #honda #yamaha #dafra #bis #600 #150 #250 #1000 #1100 #kawasaki #president #motorcycle #brazil #brasil #🇧🇷 #nordeste #thanks #obrigado #presidente,5511,0,Flopou,Mediano,Flopou,Flopou,0,0,0,0,0,1,0
129,7126502403855240454,People Person Electrical Device Microphone Crowd Adult Male Man Face Head Clothing Formal Wear Suit Audience Photography Portrait Lecture,,41.0,98300,342,546,Nossa prioridade é o povo brasileiro 🇧🇷❤️ #Lula #vamosjuntospelobrasil #equipelula #Brasil,8819,1,Flopou,Flopou,Mediano,Flopou,1,0,0,0,0,0,0
130,7126507412969753862,Tripod Accessories Formal Wear Tie Adult Male Man Person Electronics Mobile Phone Phone Head Computer Tablet Computer Furniture Table Face Glasses Laptop Pc Text Clothing Suit,,17.2,73800,431,93,#dia #a #live #jair #bolsonaro #jairbolsonaro #presidente #papeis #estudos #acompanhe #sempre #robot #brazil #brasil #president #time #team #futebol #soccer #🇧🇷 #rotina #bomdia #bom #dia #deus #patria #familia #bom #domingo,5086,0,Flopou,Mediano,Flopou,Flopou,1,0,0,0,0,0,0
131,7126561370450988293,Art Collage Adult Female Person Woman Bride Wedding Face Head Bag,,61.88,63700,106,176,Canta com a gente 🎶🇧🇷❤️ 🦑#vamosjuntospelobrasil #lula #equipelula,3638,1,Flopou,Flopou,Flopou,Flopou,1,0,0,0,0,0,0
132,7126643401210039558,Electrical Device Microphone Crowd Person People Adult Male Man Head Face Audience Happy Performer Solo Performance,,57.89,110800,416,1204,#jair #bolsonaro #jairnolsonaro #deus #patria #familia #petrobras #bndes #caixa #desvio #br #brasil #🇧🇷,10200,0,Flopou,Mediano,Bombou,Flopou,1,0,0,0,0,0,0
133,7126678238155279621,Crowd Person People Adult Male Man Audience Face Head Machine Wheel Electrical Device Microphone Speech,,61.46,143500,319,900,O papel do governo é cuidar das pessoas. E é isso que vamos fazer. 🦑🇧🇷❤️#vamosjuntospelobrasil #lula #equipelula #entregadores #moradia #governo,11000,1,Mediano,Flopou,Mediano,Mediano,1,0,0,0,0,0,0
134,7126866614175255814,Adult Male Man Person People Crowd Concert Face Head Body Part Finger Hand Photography Portrait Fun Tourist Vacation Audience Beverage Bottle,,60.23,11200000,36300,81000,Recuperar o país 🦑🇧🇷❤️ #vamosjuntospelobrasil #lula #equipelula,704800,1,Viral,Viral,Viral,Viral,0,0,0,1,0,0,0
135,7126890909781806342,Head Person Face People Photography Portrait Adult Male Man Crowd Publication,,64.25,297900,545,557,#brasil #hino #nacional #deus #patria #familia #❤️ #🇧🇷 #presidente #jair #bolsonaro #jairbolsonaro #bom #dia #a #todos,29100,0,Bombou,Mediano,Mediano,Bombou,0,0,0,1,0,0,0
136,7126936109073976582,Stencil Adult Male Man Person Face Head Book Publication Text Helmet Comics,,84.5,87900,151,317,Políticas públicas são o que transformam e melhoram a vida de milhões de brasileiros. Dá uma olhada no que já foi feito por Lula. #vamosjuntospeloBrasil #lula #EquipeLula,4455,1,Flopou,Flopou,Flopou,Flopou,0,0,0,1,0,0,0
137,7127056462550961414,Face Frown Head Person Sad Adult Male Man Crying Accessories Formal Wear Tie Photography Portrait Clothing Suit,,93.3,103700,382,552,#brasil #atencao #venezuela #irmaos #jair #bolsonaro #jairbolsonaro #caes #gatos #cachorro #gato #comida #miseria #violencia #socialismo #ditadura #animais #brazil #presidente #compartilhe,11400,0,Flopou,Flopou,Mediano,Mediano,0,0,0,1,0,0,0
138,7127247191990603014,Head Person Face Photography Portrait Adult Male Man Clothing Formal Wear Suit Happy Smile Beard Body Part Mouth Teeth Accessories Tie,,14.32,2300000,7952,7961,Então vamos deixar baixo? 🇧🇷❤️😎 #vamosjuntospelobrasil #lula #equipelula #deixabaixo #deixabaixodeixabaixo,316700,1,Viral,Viral,Viral,Viral,0,0,0,0,0,0,1
139,7127288208978627846,Head Person Face Adult Male Man Sad Business Card Paper Text,,21.22,118900,246,71,#presidente #jair #bolsonaro #jairbolsonaro #concurso #policia #federal #rodoviaria #pf #prf #seguranca #publica #brasil #🇧🇷 #segurancapublica,11500,0,Flopou,Flopou,Flopou,Mediano,0,0,0,0,0,0,1
140,7127337681721232646,Head Person Face Happy Triumphant People Adult Male Man Clothing Jeans Pants Body Part Finger Hand,,43.21,91200,232,476,Como é um ato com o Presidente Lula 🇧🇷❤️🦑 😎 #vamosjuntospelobrasil #lula #equipelula,5980,1,Flopou,Flopou,Mediano,Flopou,0,0,0,0,0,0,1
141,7127590125525060869,Head Person Face Adult Male Man Electronics Phone Mobile Phone Photography Crying Sad Portrait,,58.16,1700000,1934,24600,"- Com saudades do ladrão e disposta a jogar fora a sua própria liberdade em troca da volta das generosas verbas de publicidade, grande parte da velha imprensa tornou-se incapaz de divulgar os avanços do Brasil sem um ""mas"" para minimizá-los. Apesar dessa lamentável postura, seguiremos defendendo a sua liberdade e independência. #bolsonaro #jairbolsonaro #jair #presidente #mas #brasil #🇧🇷",177600,0,Viral,Bombou,Viral,Viral,0,1,0,0,0,0,0
142,7127615786109259014,Electrical Device Microphone People Person Adult Male Man Crowd Female Woman Face Head Audience Clothing Jeans Pants Speech,,77.32,168300,376,655,Minha causa é cuidar do povo brasileiro 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula #brasil,12100,1,Mediano,Flopou,Mediano,Mediano,0,1,0,0,0,0,0
143,7127753826043448581,Face Head Person Photography Portrait People Hugging Clothing T-Shirt Baby Shorts Electronics Mobile Phone Phone,,42.58,125100,551,383,#futuro #deus #patria #familia #criancas #brasil #presidente #jair #bolsonaro #jairbolsonaro #🇧🇷 #capitao #satisfacao,15300,0,Flopou,Mediano,Flopou,Mediano,0,1,0,0,0,0,0
144,7127929445163355397,Crowd Person People Audience Adult Male Man Female Woman Speech Electrical Device Microphone Face Head,,55.56,126700,383,1245,A eleição do amor contra o ódio 🇧🇷❤️🦑#vamosjuntospelobrasil #equipelula #lula,9951,1,Mediano,Flopou,Bombou,Flopou,0,0,1,0,0,0,0
145,7127992687994653958,Accessories Formal Wear Tie People Person Head Face Crowd Adult Male Man Clothing Suit Shirt Photography Portrait Blazer Coat Jacket Necktie Electrical Device Microphone Glasses Body Part Finger Hand,,68.78,273500,401,2767,#fique #em #casa #que #a #economia #gente #ve #depois #fecha #tudo #fiqueemcasa #fechatudo #emprego #recuperacao #brasil #mundo #paulo #guedes #pauloguedes #ministro #🇧🇷,30300,0,Bombou,Mediano,Bombou,Bombou,0,0,1,0,0,0,0
146,7128066426392284421,Person Crowd Flag Parade,,34.13,223800,876,1760,Cena linda no ato em Teresina! Essa bandeira é nossa e de todo opovo brasileiro❤️ Viva o Piauí e viva o Brasil 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula,28300,1,Mediano,Bombou,Bombou,Bombou,0,0,1,0,0,0,0
147,7128124773128752389,Head Person Face Adult Male Man Sad Photography Portrait Crowd Crying Frown People,,46.32,710900,1669,3620,#jairbolsonaro #verdade #morte #eterna #verdade #deus #patria #familia #democracia #🇧🇷 #jair #bolsonaro #presidente,92600,0,Viral,Bombou,Bombou,Viral,0,0,1,0,0,0,0
148,7128173922306084102,Accessories Formal Wear Tie Publication Book Adult Male Man Person Indoors Library Head Face Clothing Suit People Necktie Photography Portrait,,50.66,1100000,5193,20600,#enfermagem #sancao #projeto #sancionado #presidente #da #republica #brasil #piso #salarial #professor #professores #historia #tecnicos #parteiras #medicina #🇧🇷 #compartilhe #a #verdade,117700,0,Viral,Viral,Viral,Viral,0,0,1,0,0,0,0
149,7128182527054941446,People Person Adult Female Woman Crowd Boy Child Male Face Head Man Concert Girl Audience Adventure Leisure Activities,,35.62,103600,210,268,Disposição para melhorar o Brasil 🇧🇷❤️🦑 #vamosjuntospelobrasil #lula #equipelula,5651,1,Flopou,Flopou,Flopou,Flopou,0,0,1,0,0,0,0
150,7128394440716209414,Publication Book Indoors Library Adult Male Man Person People Accessories Formal Wear Tie Furniture Face Head Body Part Finger Hand,,59.79,81700,245,295,#realizacoes #feitos #acoes #governo #jair #bolsonaro #jairbolsonaro #presidente #titulo #terra #auxilio #brasil #auxiliobrasil #mais #humildes #carteira #motorista #emprego #5 #10 #anos #bndes #god #patria #familia #banco #nacional #de #desenvolvimento #regional #ideologia #genero #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,6656,0,Flopou,Flopou,Flopou,Flopou,0,0,0,0,1,0,0
151,7128401117561523462,Accessories Glasses Face Head Person Photography Portrait Adult Male Man Advertisement Bride Female Wedding Woman Poster People Happy Body Part Mouth Teeth Text,,90.3,3200000,7501,39600,"Yuri de Guaribas, Piauí : “Lula é a esperança” 🇧🇷❤️🦑✨ #vamosjuntospelobrasil #esperança #equipelula #educaçao #edutok",181300,1,Viral,Viral,Viral,Viral,0,0,0,0,1,0,0
152,7128490493419343109,Concert Crowd Person People Adult Male Man Audience Art Collage Head Cap Clothing Hat,,54.8,109200,670,2294,#jairbolsonaro #jair #bolsonaro #montes #claros #montesclaros #minas #gerais #minasgerais #deus #patria #familia #povo #obrigado #brasil #acima #de #tudo #todos #🇧🇷 #presidente,11200,0,Flopou,Mediano,Bombou,Mediano,0,0,0,0,1,0,0
153,7128500027785301253,Body Part Finger Hand Person Formal Wear Clothing Suit Blazer Coat Jacket Adult Male Man Thumbs Up Accessories Tie Face Head Photography Portrait,,8.87,10400000,44600,18300,E gostaram da vista? 🇧🇷❤️🦑 Entrei pra trend 😎 #vamosjuntospelobrasil #lula #equipelula #falandomalpelascostas #falandopelascostas,1200000,1,Viral,Viral,Viral,Viral,0,0,0,0,1,0,0
154,7128738573448269062,Accessories Formal Wear Tie Book Publication Adult Male Man Person Indoors Library People Head Face Glasses Necktie Clothing Coat Suit Furniture,,27.7,158200,412,560,#tabela #imposto #de #renda #correcao #brasil #verdade #bolsonaro #jair #jairbolsonaro #verdade #🇧🇷,12300,0,Mediano,Mediano,Mediano,Mediano,0,0,0,0,0,1,0
155,7128812180333399301,Helmet People Person Crowd Adult Male Man Clothing Glove Motorcycle Transportation Vehicle Outdoors Nature,,59.3,91400,313,1067,"- Hoje, em Recife / Pernambuco (06/08/2022). 🇧🇷 #presidente #jair #bolsonaro #recife #pernambuco #brasil #pe #🇧🇷 #moto #motorcycle #deus #patria #familia #liberdade #jairbolsonaro",6821,0,Flopou,Flopou,Mediano,Flopou,0,0,0,0,0,1,0
156,7128889890720304390,People Person Electrical Device Microphone Adult Female Woman Male Man Crowd Face Happy Head Clothing Coat Animal Bird Laughing Audience,,21.29,878200,2126,5994,“Estou me preparando pra fazer em 4 anos aquilo que a gente fez em 8.” 🦑🇧🇷❤️✨ #vamosjuntospelobrasil #equipelula #lula #futebolbrasileiro,57500,1,Viral,Bombou,Viral,Bombou,0,0,0,0,0,1,0
157,7129126634917088517,Accessories Formal Wear Tie Publication Book Adult Male Man Person Indoors Library Clothing Suit People Face Head Glasses Necktie Furniture,,39.89,124700,241,196,#jairbolsonaro #diesel #bolsonaro #combustivel #brasil #jair #verdade #br #petrobras #🇧🇷 #patria #caminhao #caminhoneiro #abastecimento #carga #comida #deflacao #compartilhe,11800,0,Flopou,Flopou,Flopou,Mediano,1,0,0,0,0,0,0
158,7129273713110813958,Head Person Face Adult Female Woman Happy Smile Accessories Glasses,,20.92,144300,615,518,#futuro #future #brasil #brazil #deus #patria #familia #god #family #home #🇧🇷 #jair #jairbolsonaro #bolsonaro #jair #🌷 #flower #obrigado #thanks,15400,0,Mediano,Mediano,Mediano,Mediano,1,0,0,0,0,0,0
159,7129319466994863365,People Person Accessories Formal Wear Tie Crowd Adult Male Man Face Head Photography Portrait Audience Electrical Device Microphone,,90.14,89100,386,379,Lula + Alckmin = esperança para o povo brasileiro 🇧🇷❤️ #vamosjuntospelobrasil #equipelula,8122,1,Flopou,Flopou,Flopou,Flopou,1,0,0,0,0,0,0
160,7129497893722983686,Head Person Face Photography Portrait Adult Male Man Frown Sad Body Part Neck,,34.69,90200,224,146,#jairbolsonaro #brasil #jair #bolsonaro #presidente #venezuela #futuro #pais #acredite #nos #seus #olhos #🇧🇷 #democracia #verdade #compartilhe,5674,0,Flopou,Flopou,Flopou,Flopou,0,0,0,1,0,0,0
161,7129627878987451654,Logo Adult Male Man Person Advertisement Poster Symbol Transportation Vehicle Van,,59.16,220500,1027,5382,E se o Lula não tivesse sido Presidente? #lula #vamosjuntospelobrasil #samu #bolsafamilia #salariominimo #luzparatodos 🇧🇷❤️🦑,21500,1,Mediano,Bombou,Viral,Mediano,0,0,0,1,0,0,0
162,7129679899866057989,Adult Female Person Woman Face Head Indoors Electronics Headphones Appliance Blow Dryer Device Electrical Device Urban Photography Portrait,,94.13,3300000,6819,8897,"Será um prazer ir no @Poddelas falar sobre políticas para as mulheres, crianças e todo o povo brasileiro. Obrigada @Anitta pelo convite ❤️#podcast #poddelas #cortespodcast #vamosjuntospelobrasil #equipelula #lula",449900,1,Viral,Viral,Viral,Viral,0,0,0,1,0,0,0
163,7129869360520318214,Crowd Person Press Conference People Face Head Photography Portrait Electrical Device Microphone Adult Male Man Accessories Formal Wear Tie,,32.62,3700000,5806,33100,#jair #bolsonaro #jairbsonaro #flow #podcast #presidente #deus #patria #familia #brasil #🇧🇷,313300,0,Viral,Viral,Viral,Viral,0,0,0,0,0,0,1
164,7129999617961381125,Body Part Finger Hand Person People Crowd Adult Male Man Accessories Formal Wear Tie Face Head Business Card Paper Text Audience Lecture,,49.36,275300,948,2359,“Esse país tem jeito.” 🇧🇷❤️🦑 🇧🇷#vamosjuntospelobrasil #lula #equipelula #brasil #crescimento,22900,1,Bombou,Bombou,Bombou,Mediano,0,0,0,0,0,0,1
165,7130026941838560518,Face Head Person Happy Laughing Adult Male Man Smile Accessories Formal Wear Tie,,34.83,743400,698,505,#quebra #dois #2 #bracos #pernas #braco #perna #queda #para #quedas #paraquedas #curiosidade #mergulhador #profissional #jair #bolsonaro #jairbolsonaro #salto #livre #pqd #presidente #capitao #brasil #🇧🇷#moto #motociclista,109500,0,Viral,Mediano,Mediano,Viral,0,0,0,0,0,0,1
166,7130253492685491461,Electrical Device Microphone People Person Crowd Press Conference Face Head Photography Portrait Adult Male Man Clothing Coat Accessories Formal Wear Tie,,57.14,242100,329,1681,#refinaria #combustivel #bolivia #lula #seu #dinheiro #pt #dilma #verdade #petrole #gasolina #diesel #energia #🇧🇷 #brasil #jairbolsonaro #jair #bolsonaro #presidente #verdade #compartilhe #socialismo,17700,0,Mediano,Flopou,Bombou,Mediano,0,1,0,0,0,0,0
167,7130256899898887430,Body Part Finger Hand Person Face Head Photography Portrait Advertisement Poster Adult Male Man Text,,38.54,46900,161,213,O salário mínimo não tem aumento acima da inflação há 3 anos. Já mostramos que é possível aumentar o salário mínimo e melhorar a vida da população brasileira 🇧🇷❤️🦑 #vamosjuntospelobrasil #equipelula #lula #salario,4228,1,Flopou,Flopou,Flopou,Flopou,0,1,0,0,0,0,0
168,7130286692325494022,People Person Crowd Adult Male Man Female Woman Clothing Formal Wear Suit Boy Child Face Head Audience Accessories Tie Computer Hardware Electronics Hardware Monitor Screen Indoors Lecture Room Seminar Press Conference,,44.21,47300,136,176,Tá na hora do Brasil mostrar a sua grandeza pro mundo 🇧🇷🇧🇷🇧🇷 #vamosjuntospelobrasil #equipelula #brasil,4028,1,Flopou,Flopou,Flopou,Flopou,0,1,0,0,0,0,0
169,7130323797961362694,Head Person Face Adult Male Man Text Beard Photography Portrait,,19.85,88800,326,107,40 anos em 4! Entrando pra trend de um jeitinho diferente 🇧🇷😎🦑❤️ #vamosjuntospelobrasil #lula #equipelula #dedaopontaatras #atraspontadedao,9170,1,Flopou,Flopou,Flopou,Flopou,0,1,0,0,0,0,0
170,7130376005528685830,People Person Adult Male Man Electrical Device Microphone Performer Solo Performance Crowd Head Face,,50.15,279200,537,455,#jair #bolsonaro #jairbolsonaro #verdade #flow #podcast #presidente #brincadeira #brasil #🇧🇷 #veludo #kkkk,30400,0,Bombou,Mediano,Mediano,Bombou,0,1,0,0,0,0,0
171,7130613363570117894,People Person Graduation Boy Male Teen Adult Man Photography Face Head Portrait Female Woman Art Collage Crowd Clothing Coat,,57.79,44000,102,126,A educação é o pilar da transformação social 🇧🇷❤️📚 #diadoestudante #educacao #edutok,2804,1,Flopou,Flopou,Flopou,Flopou,0,0,1,0,0,0,0
172,7130703792714059013,Accessories Formal Wear Tie People Person Crowd Adult Male Man Clothing Suit Head Face Audience Speech,,49.41,131400,415,406,Experiencia e vontade para recuperar a qualidade de vida para o nosso povo. 🇧🇷❤️🦑 #vamosjuntospelobrasil #equipelula,12500,1,Mediano,Mediano,Flopou,Mediano,0,0,1,0,0,0,0
173,7130716020704021765,People Person Crowd Electrical Device Microphone Accessories Formal Wear Tie Adult Male Man Head Face Glasses Brush Device Tool Audience Lecture,,37.5,322700,577,2476,#imposto #icms #deflacao #paulo #guedes #presidente #jair #bolsonaro #jairbolsonaro #brasil #🇧🇷,31300,0,Bombou,Mediano,Bombou,Bombou,0,0,1,0,0,0,0
174,7130805243079675141,Adult Male Man Person Chair Furniture Clothing Footwear Shoe Accessories Formal Wear Tie Glasses Electronics Speaker Romantic Head Face,,24.59,483000,3376,2634,- Boa noite a todos! 👍. obs: autor desconhecido.,83500,0,Bombou,Viral,Bombou,Viral,0,0,1,0,0,0,0
175,7130977879478816005,Accessories Formal Wear Tie Face Head Person Photography Portrait Clothing Suit Adult Male Man Shirt Advertisement Poster Necktie People Logo,,60.16,337500,449,709,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,39600,0,Bombou,Mediano,Mediano,Bombou,0,0,0,0,1,0,0
176,7131015973125115142,Clothing Hat Purple Adult Male Man Person Face Head Photography Portrait Advertisement Poster Cap Happy Baseball Cap Book Publication,,37.27,80300,297,498,Vamos melhorar a vida do povo brasileiro 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula,7514,1,Flopou,Flopou,Mediano,Flopou,0,0,0,0,1,0,0
177,7131086087845465349,Adult Male Man Person Food Ketchup Accessories Formal Wear Tie People Dynamite Weapon,,26.56,722000,3437,1358,#pastelzinho #pastel #live #jantar #janta #semana #presidente #jair #bolsonaro #jairbolsonaro #kkkk #brasil #🇧🇷,80000,0,Viral,Viral,Bombou,Viral,0,0,0,0,1,0,0
178,7131113306244287750,Head Person Face Beard Accessories Sunglasses Glasses Photography Portrait Adult Male Man Body Part Mouth Teeth Happy Smile,,29.39,68500,143,146,O jovem só perde a luta que ele não faz 🇧🇷❤️😎 #vamosjuntospelobrasil #equipelula #juventude #futuro #Brasil,4090,1,Flopou,Flopou,Flopou,Flopou,0,0,0,0,1,0,0
179,7131330617203100934,Head Person Face Adult Male Man Clothing Shirt Accessories,,47.23,153300,372,260,"- Uma carta ""pela democracia"" que reúne artistas com saudades da lei rouanet, sindicatos com saudades do imposto sindical, bancos com saudades das taxas de transferência e defensores de ditaduras socialistas, todos esses com saudades do Ladrão, vale menos que um pastel de vento. #bolsonaro #jair #democracia #movimento #carta #sindicato #rouanet #pastel #com #caldo #delicia #brasil #🇧🇷",14700,0,Mediano,Flopou,Flopou,Mediano,0,0,0,0,0,1,0
180,7131348039222004997,Adult Male Man Person Performer Solo Performance People Electrical Device Microphone Clothing Coat Lighting Crowd Female Woman Costume Fashion Cape Footwear Shoe,,33.18,365100,2237,3701,Essa bandeira é nossa 🇧🇷❤️🇧🇷❤️ #vamosjuntospelobrasil #equipelula #brasil,64500,1,Bombou,Bombou,Bombou,Bombou,0,0,0,0,0,1,0
181,7131402728286342405,Face Head Person Photography Portrait Adult Male Man Badge Logo Symbol Happy Smile Clothing Shirt Text Plant Vegetation,,7.92,4900000,22300,15400,Hoje é dia 1️⃣3️⃣⭐ Faltam 50 dias para... #luladay,409100,1,Viral,Viral,Viral,Viral,0,0,0,0,0,1,0
182,7131433205214792966,Head Person Face Photography Portrait Adult Male Man People Clothing Coat Frown Sad Shirt,,45.72,369500,448,458,BolsonaroMessiasJair (@bolsonaromessiasjair) no TikTok,39400,0,Bombou,Mediano,Mediano,Bombou,0,0,0,0,0,1,0
183,7131493637380132102,Body Part Finger Hand Person Face Head Photography Portrait Purple Adult Male Man Text,,41.89,84200,495,300,Quem aqui já quer mais um #luladay ? ☝️🦑❤️🇧🇷,8850,1,Flopou,Mediano,Flopou,Flopou,0,0,0,0,0,1,0
184,7131704024373464326,Architecture Building Hospital Person Patient Head Face,,64.06,245300,1009,1970,#jair #bolsonaro #jairbolsonaro #presidente #brasil #verdade #deus #patria #familia #🇧🇷,33300,0,Mediano,Bombou,Bombou,Bombou,1,0,0,0,0,0,0
185,7131742778471599366,Face Happy Head Person Body Part Finger Hand Photography Portrait Adult Male Man Clothing Shirt Crowd Triumphant People Audience Concert Text,,76.3,149600,945,1853,"Um feliz Dia dos Pais com muito carinho, fraternidade, amor e esperança de dias melhores para o Brasil 🇧🇷❤️ #Pai #equipelula #lula #vamosjuntospelobrasil",13300,1,Mediano,Bombou,Bombou,Mediano,1,0,0,0,0,0,0
186,7131839191364799750,Head Person Face Frown Sad Adult Male Man Photography Portrait Crying,,18.62,154000,272,348,#titulos #brasil #jair #bolsonaro #presidente #jairbolsonaro #oportunidade #brasil #domingo #deus #patria #familia #🇧🇷 #propriedade #trabalho #emprego #renda,12800,0,Mediano,Flopou,Flopou,Mediano,1,0,0,0,0,0,0
187,7131879665454681349,Clothing Costume Person Advertisement Poster Helmet Adult Male Man Baby Female Woman Ball Football Soccer Soccer Ball Sport Glove Face Head,,11.33,350400,1539,919,#power #rangers #go #go #gente #obrigado #quem #é #chico #sá #megazord #jair #bolsonaro #jairbolsonaro #zordon #🇧🇷,43700,0,Bombou,Bombou,Mediano,Bombou,1,0,0,0,0,0,0
188,7132102394170674437,Electrical Device Microphone Adult Male Man Person Head Face Performer Solo Performance Photography Body Part Finger Hand Portrait,,58.54,151300,385,678,#liberdade #brasil #🇧🇷 #deus #patria #familia #democracia #jair #bolsonaro #jairbolsonaro #liberta #br #presidente,15700,0,Mediano,Flopou,Mediano,Mediano,0,0,0,1,0,0,0
189,7132126626027998469,Crowd Person People Adult Male Man Audience Car Transportation Vehicle Business Card Paper Text Head Speech Face Electrical Device Microphone,,58.72,108800,256,437,A indústria automobilística vai voltar a crescer 🚙❤️🇧🇷 #vamosjuntospelobrasil #equipelula,7550,1,Flopou,Flopou,Mediano,Flopou,0,0,0,1,0,0,0
190,7132140612509289733,Blazer Clothing Coat Jacket Photography Face Head Person Portrait Accessories Formal Wear Tie Adult Male Man People Body Part Finger Hand Text Publication Suit Symbol Advertisement Clapperboard,,15.23,248200,963,409,Ação! À meia-noite começa nossa campanha. O Brasil vai voltar a ser um país de esperança! 🇧🇷❤️#vamosjuntospelobrasil #equipelula,33800,1,Mediano,Bombou,Mediano,Bombou,0,0,0,1,0,0,0
191,7132157906039966982,Head Person Face Adult Male Man Text Photography Portrait Business Card Paper Accessories Jewelry Ring Document Driving License Id Cards Body Part Finger Hand,,7.86,178600,312,172,Obrigado Marcelo Serrado pelo apoio. Vamos juntos pelo futuro do Brasil 🇧🇷❤️ #equipeLula,16800,1,Mediano,Flopou,Flopou,Mediano,0,0,0,1,0,0,0
192,7132207668944440582,Hair Person Adult Female Woman Face Head Clothing Jeans Pants Accessories Glasses Green Hair,,20.59,96600,227,176,Complete a frase: O Brasil da esperança é… 🇧🇷❤️✨ #vamosjuntospelobrasil #equipelula,8319,1,Flopou,Flopou,Flopou,Flopou,0,0,0,1,0,0,0
193,7132216683162307845,Electrical Device Microphone Head Person Face Adult Male Man Crowd Ball Baseball Baseball (Ball) Sport People,,29.23,135100,429,431,#jair #bolsonaro #jairbolsonaro #presidente #brasil #deus #patria #familia #🇧🇷 #piperoni #jeito #juntos #piparote #futuro #os #brasil,12700,0,Mediano,Mediano,Mediano,Mediano,0,0,0,1,0,0,0
194,7132308627553012998,Face Head Person Photography Portrait Text Clapperboard,,64.9,2800000,20100,36900,"Meus amigos e minhas amigas. Nossa campanha rumo à vitória começou! Dizem que basta um passo para não estarmos mais no mesmo lugar. Já caminhamos muito, e se chegamos até aqui foi porque não conseguiram tirar de nós a esperança. Agora é hora de irmos além. #BrasildaEsperança #vamosjuntospelobrasil #equipelula",209500,1,Viral,Viral,Viral,Viral,0,0,0,0,0,0,1
195,7132473192811203845,Accessories Formal Wear Tie Clothing Suit People Person Face Head Photography Portrait Adult Male Man Necktie Coat Jacket Glasses Blazer Crowd,,55.35,122200,215,372,#educacao #brasil #fies #jair #bolsonaro #jairbolsonaro #22 #presidente #fies #verdade #compartilhe,7880,0,Flopou,Flopou,Flopou,Flopou,0,0,0,0,0,0,1
